Date,Open,High,Low,Close,Adj Close,Volume
2010-02-17,90.500000,91.000000,89.500000,90.449997,68.717064,1608804
2010-02-18,91.199997,91.199997,89.275002,90.175003,68.508118,1747308
2010-02-19,89.775002,92.199997,88.762497,90.724998,68.925972,4792680
2010-02-22,91.750000,92.937500,90.500000,91.037498,69.163361,3657652
2010-02-23,90.500000,91.937500,90.000000,90.762497,68.954445,1899780
2010-02-24,90.000000,92.474998,90.000000,91.362503,69.410294,2729800
2010-02-25,91.675003,92.500000,89.812500,91.925003,69.837608,3227700
2010-02-26,91.025002,92.474998,89.675003,91.775002,69.723656,4111692
2010-03-02,91.775002,92.737503,90.512497,91.212502,69.296326,2625736
2010-03-03,91.500000,92.724998,90.762497,91.074997,69.191872,3442980
2010-03-04,96.250000,96.250000,89.750000,90.574997,68.812019,1147552
2010-03-05,90.750000,91.750000,89.250000,89.800003,68.223236,1601164
2010-03-08,90.074997,90.824997,89.500000,89.849998,68.261208,1520876
2010-03-09,89.849998,90.800003,89.275002,90.337502,68.631569,1622728
2010-03-10,90.337502,90.925003,88.650002,89.512497,68.004799,1840376
2010-03-11,87.887497,90.474998,87.887497,90.099998,68.451126,1722136
2010-03-12,90.025002,90.750000,89.775002,90.137497,68.479614,1397268
2010-03-15,89.250000,92.699997,89.250000,92.287498,70.113029,4347644
2010-03-16,92.500000,94.224998,92.500000,93.275002,70.863258,4783784
2010-03-17,93.849998,95.812500,93.250000,95.425003,72.496658,4322856
2010-03-18,95.425003,95.750000,93.412498,93.962502,71.385567,1492656
2010-03-19,94.250000,94.500000,93.012497,93.512497,71.043694,1220236
2010-03-22,92.987503,93.400002,91.750000,92.262497,70.094025,1303836
2010-03-23,91.912498,92.875000,91.125000,91.775002,69.723656,1598484
2010-03-25,91.775002,94.250000,90.500000,93.137497,70.758789,5691200
2010-03-26,93.537498,93.912498,92.125000,92.687500,70.416908,1487064
2010-03-29,92.025002,93.625000,90.437500,92.637497,70.378960,1587440
2010-03-30,93.000000,93.000000,89.337502,89.824997,68.242172,2303860
2010-03-31,90.000000,91.237503,87.824997,89.599998,68.071281,3929348
2010-04-01,90.000000,91.000000,88.750000,89.237503,67.795868,3650020
2010-04-05,90.000000,90.449997,88.800003,90.199997,68.527115,2926064
2010-04-06,90.324997,90.687500,86.362503,86.724998,65.887062,6345844
2010-04-07,85.500000,87.500000,85.000000,86.637497,65.820580,4959816
2010-04-08,86.750000,88.224998,85.887497,86.275002,65.545197,5187916
2010-04-09,87.500000,87.500000,85.525002,85.900002,65.260269,5949028
2010-04-12,87.000000,87.125000,85.287498,86.250000,65.526207,3059500
2010-04-13,87.000000,89.750000,85.025002,89.187500,67.757889,6411956
2010-04-15,89.500000,90.812500,88.500000,89.175003,67.748405,6326792
2010-04-16,88.500000,89.474998,87.387497,87.925003,66.798729,2701984
2010-04-19,87.125000,88.000000,85.750000,87.224998,66.266914,2970428
2010-04-20,88.000000,88.375000,85.875000,86.337502,65.592659,3590828
2010-04-21,87.000000,93.750000,85.912498,93.474998,71.015205,18467224
2010-04-22,93.750000,96.375000,92.275002,95.612503,72.639114,14995168
2010-04-23,96.250000,97.500000,93.562500,96.949997,73.655235,10315716
2010-04-26,97.250000,98.437500,95.875000,97.750000,74.455017,6461292
2010-04-27,97.675003,97.750000,95.425003,96.987503,73.874214,2942928
2010-04-28,94.587502,97.250000,94.587502,96.537498,73.531464,2394916
2010-04-29,96.750000,97.099998,95.512497,96.362503,73.398193,3171036
2010-04-30,95.362503,99.500000,95.362503,98.612503,75.112000,6177432
2010-05-03,97.500000,98.550003,96.287498,97.349998,74.150337,3384636
2010-05-04,97.750000,100.500000,97.750000,99.587502,75.854630,7590168
2010-05-05,98.750000,102.125000,97.500000,101.262497,77.130432,8741572
2010-05-06,101.625000,101.962502,98.300003,99.974998,76.149796,3278216
2010-05-07,98.537498,98.750000,95.324997,96.387497,73.417221,4836172
2010-05-10,99.500000,100.812500,97.337502,99.637497,75.892700,3456488
2010-05-11,102.500000,102.500000,96.500000,96.875000,73.788528,2129220
2010-05-12,97.462502,98.625000,96.250000,98.199997,74.797760,2544240
2010-05-13,98.000000,100.199997,98.000000,99.662498,75.911743,2607520
2010-05-14,99.125000,102.250000,98.750000,101.349998,77.197098,4424652
2010-05-17,101.099998,101.099998,98.000000,98.587502,75.092911,1680680
2010-05-18,99.500000,100.650002,98.250000,99.050003,75.445198,1734936
2010-05-19,98.500000,98.500000,90.987503,92.962502,70.808449,4938020
2010-05-20,94.675003,94.675003,89.199997,90.349998,68.818535,2860888
2010-05-21,89.599998,93.074997,87.275002,91.862503,69.970596,4330116
2010-05-24,91.862503,93.750000,89.437500,92.750000,70.646576,2426668
2010-05-25,93.000000,94.712502,87.824997,88.750000,67.599815,2231980
2010-05-26,90.625000,93.250000,89.025002,91.625000,69.789680,2164260
2010-05-27,94.000000,94.000000,90.250000,92.537498,70.484726,1700172
2010-05-28,93.000000,94.875000,92.500000,94.275002,71.808182,2102408
2010-05-31,93.974998,96.962502,91.324997,95.587502,72.807861,3761460
2010-06-01,95.750000,95.750000,90.400002,91.237503,69.494522,1299020
2010-06-02,91.625000,93.699997,91.500000,92.474998,70.437103,1991792
2010-06-03,96.000000,99.349998,93.550003,94.650002,72.093788,1413076
2010-06-04,93.750000,97.125000,93.750000,96.724998,73.674278,1959048
2010-06-07,95.500000,95.500000,92.525002,93.425003,71.160706,1269104
2010-06-08,93.750000,94.449997,91.125000,91.262497,69.513557,2222048
2010-06-09,91.000000,91.974998,89.775002,90.962502,69.285065,1509960
2010-06-10,91.449997,92.112503,90.037498,91.724998,69.865845,1627448
2010-06-11,93.500000,93.500000,91.824997,92.400002,70.379982,904312
2010-06-14,93.000000,95.737503,92.474998,95.137497,72.465080,3838884
2010-06-15,95.737503,97.849998,94.062500,96.137497,73.226791,4427544
2010-06-16,97.224998,97.224998,95.012497,95.612503,72.826912,1505904
2010-06-17,95.612503,97.500000,93.750000,96.412498,73.436256,1479160
2010-06-18,95.012497,99.500000,95.012497,97.312500,74.121780,6824788
2010-06-21,97.500000,98.199997,96.087502,97.062500,73.931366,3389428
2010-06-22,97.000000,98.837502,94.375000,95.012497,72.369896,3639224
2010-06-23,94.375000,95.487503,92.550003,93.187500,70.979828,3767840
2010-06-24,92.199997,92.500000,88.250000,91.037498,69.342163,29461428
2010-06-25,90.574997,90.699997,88.787498,89.625000,68.266296,7822984
2010-06-28,90.000000,90.662498,89.300003,90.512497,68.942291,3441680
2010-06-29,90.000000,91.250000,89.275002,90.150002,68.666199,4653972
2010-06-30,89.724998,91.625000,88.900002,91.037498,69.342163,4196660
2010-07-01,91.000000,91.375000,89.662498,90.849998,69.199364,2451500
2010-07-02,90.275002,91.237503,87.875000,88.237503,67.209473,5959000
2010-07-05,87.750000,89.675003,87.750000,88.812500,67.647408,1603712
2010-07-06,88.750000,90.250000,88.412498,90.000000,68.551933,1845480
2010-07-07,90.000000,90.375000,88.750000,89.037498,67.818802,2143340
2010-07-08,89.949997,90.425003,89.425003,89.887497,68.466217,2582096
2010-07-09,90.000000,91.175003,89.812500,90.324997,68.799500,4019368
2010-07-12,91.250000,92.500000,90.675003,91.212502,69.475479,3859896
2010-07-13,92.000000,92.000000,89.050003,90.212502,68.713799,3218068
2010-07-14,90.474998,91.000000,89.050003,89.250000,67.980652,1972088
2010-07-15,89.862503,89.862503,89.074997,89.412498,68.104424,1816936
2010-07-16,89.724998,93.500000,89.400002,93.324997,71.084534,8399136
2010-07-19,92.500000,95.000000,91.650002,94.574997,72.036659,4732324
2010-07-20,95.025002,95.162498,92.050003,92.750000,70.646576,2098508
2010-07-21,93.250000,93.574997,92.012497,92.862503,70.732246,2262252
2010-07-22,92.412498,93.437500,92.387497,92.699997,70.608513,2922484
2010-07-23,93.750000,94.449997,92.925003,93.199997,70.989326,2691788
2010-07-26,93.287498,93.862503,92.500000,93.487503,71.208321,853800
2010-07-27,93.750000,95.349998,92.987503,95.125000,72.455574,3693356
2010-07-28,95.625000,96.000000,92.587502,93.137497,70.941734,3258296
2010-07-29,95.000000,98.962502,93.662498,94.512497,71.989067,15329908
2010-07-30,94.500000,98.500000,94.500000,98.050003,74.683510,10248516
2010-08-02,99.137497,99.949997,97.550003,98.212502,74.807327,2705800
2010-08-03,98.250000,98.800003,97.025002,98.199997,74.797760,2129332
2010-08-04,98.062500,102.000000,97.500000,100.937500,76.882889,7891700
2010-08-05,101.587502,104.287498,101.250000,103.587502,78.901367,10054828
2010-08-06,103.587502,104.500000,102.587502,103.012497,78.463402,3400668
2010-08-09,102.949997,104.500000,101.650002,104.037498,79.244133,2971760
2010-08-10,103.887497,104.199997,102.687500,103.212502,78.615738,1574052
2010-08-11,102.500000,103.462502,100.912498,101.675003,77.444656,2172020
2010-08-12,98.750000,101.000000,98.750000,100.349998,76.435402,1787124
2010-08-13,100.349998,103.862503,100.349998,102.762497,78.272980,3584140
2010-08-16,103.025002,103.875000,99.387497,100.324997,76.416359,2284780
2010-08-17,102.175003,102.175003,98.637497,99.087502,75.473740,2298644
2010-08-18,99.087502,103.000000,98.224998,102.287498,77.911194,2945340
2010-08-19,102.287498,103.237503,101.000000,101.525002,77.330391,1480288
2010-08-20,101.974998,103.250000,100.750000,101.937500,77.644577,2230840
2010-08-23,102.262497,103.037498,101.300003,102.275002,77.901680,1205292
2010-08-24,102.125000,102.949997,101.012497,102.287498,77.911194,1441008
2010-08-25,102.250000,103.687500,100.812500,102.387497,77.987335,4007504
2010-08-26,103.474998,105.412498,101.875000,103.474998,78.815697,12596468
2010-08-27,103.474998,103.474998,100.000000,100.837502,76.806709,2399616
2010-08-30,102.449997,102.449997,97.525002,98.324997,74.892975,2679856
2010-08-31,98.250000,99.250000,94.612503,95.637497,72.845963,5544012
2010-09-01,96.037498,97.125000,94.199997,96.525002,73.521942,6853124
2010-09-02,98.500000,101.349998,96.625000,100.974998,76.911453,5708704
2010-09-03,101.250000,102.087502,99.775002,100.525002,76.568695,2794504
2010-09-06,100.750000,102.000000,100.099998,101.462502,77.282784,2762144
2010-09-07,101.250000,101.974998,99.750000,100.462502,76.521080,3199340
2010-09-08,99.787498,101.687500,99.525002,101.437500,77.263741,3534212
2010-09-09,101.487503,102.849998,100.900002,102.525002,78.092087,3217908
2010-09-13,103.437500,103.699997,102.000000,102.637497,78.177750,1976264
2010-09-14,103.000000,103.750000,101.925003,102.324997,77.939743,2007072
2010-09-15,102.000000,106.175003,94.362503,105.699997,80.510429,6247968
2010-09-16,106.050003,106.462502,103.875000,104.375000,79.501213,2061360
2010-09-17,104.375000,105.750000,104.300003,104.812500,79.834435,2262320
2010-09-20,104.949997,106.000000,104.224998,105.525002,80.377113,3099464
2010-09-21,105.750000,107.500000,104.000000,107.074997,81.557762,6165932
2010-09-22,107.500000,107.987503,104.699997,105.275002,80.186737,3836256
2010-09-23,103.750000,106.000000,100.275002,102.875000,78.358681,2292356
2010-09-24,102.875000,105.699997,102.762497,105.362503,80.253349,2952248
2010-09-27,105.375000,106.500000,103.887497,104.412498,79.529778,2101788
2010-09-28,104.974998,104.974998,103.125000,103.512497,78.844238,2947612
2010-09-29,104.375000,105.375000,103.437500,104.300003,79.444084,2207600
2010-09-30,104.974998,106.724998,102.900002,105.187500,80.120064,3811708
2010-10-01,105.625000,108.212502,105.150002,107.724998,82.052834,4598816
2010-10-04,107.512497,110.375000,107.449997,108.925003,82.966881,6559352
2010-10-05,109.125000,110.849998,107.650002,108.262497,82.462265,3818352
2010-10-06,109.000000,109.900002,107.662498,108.437500,82.595558,2079820
2010-10-07,108.500000,109.449997,106.849998,107.449997,81.843384,1702752
2010-10-08,107.500000,108.750000,106.750000,108.287498,82.481308,1224764
2010-10-11,109.000000,109.175003,106.525002,107.687500,82.024292,1154308
2010-10-12,107.750000,108.574997,106.875000,107.412498,81.814835,1295540
2010-10-13,107.500000,111.750000,106.550003,111.062500,84.594994,6806636
2010-10-14,111.375000,113.875000,109.125000,109.712502,83.566727,3558520
2010-10-15,110.500000,112.050003,107.500000,107.849998,82.148071,2227200
2010-10-18,107.750000,111.949997,106.287498,111.612503,85.013916,4066656
2010-10-19,111.750000,112.000000,108.537498,109.812500,83.642899,2721300
2010-10-20,108.750000,111.187500,106.062500,106.525002,81.138847,3060488
2010-10-21,106.500000,107.199997,105.125000,105.900002,80.662750,4760728
2010-10-22,106.000000,106.462502,103.300003,104.212502,79.848694,3430336
2010-10-25,104.637497,106.375000,104.337502,106.137497,81.323624,1424816
2010-10-26,106.000000,106.625000,105.037498,105.762497,81.036301,1594576
2010-10-27,105.025002,105.875000,103.762497,104.324997,79.934837,1776400
2010-10-28,103.775002,105.000000,99.750000,102.599998,78.613174,5889116
2010-10-29,102.137497,102.250000,100.250000,100.949997,77.348907,3416932
2010-11-01,101.287498,102.250000,100.000000,101.949997,78.115112,2884776
2010-11-02,101.949997,102.250000,100.275002,101.512497,77.779907,2741284
2010-11-03,100.750000,102.612503,100.750000,101.525002,77.789490,3960364
2010-11-04,101.250000,104.000000,101.250000,103.012497,78.929214,4074184
2010-11-08,102.000000,103.750000,101.250000,101.412498,77.703293,1955936
2010-11-09,101.750000,102.000000,100.562500,101.212502,77.550064,2139344
2010-11-10,100.300003,102.712502,100.300003,101.250000,77.578773,2578936
2010-11-11,102.000000,102.000000,100.500000,100.662498,77.128624,1192016
2010-11-12,100.250000,101.599998,100.000000,100.612503,77.090302,1358532
2010-11-15,100.000000,101.849998,98.137497,101.087502,77.454277,2747656
2010-11-16,101.750000,101.875000,96.324997,98.087502,75.155647,3156624
2010-11-18,101.175003,101.175003,97.500000,98.362503,75.366356,1931828
2010-11-19,98.000000,98.375000,91.925003,94.250000,72.215302,2843744
2010-11-22,94.525002,98.237503,92.762497,97.562500,74.753410,3014880
2010-11-23,97.925003,99.625000,96.074997,99.000000,75.854813,4664804
2010-11-24,98.000000,99.125000,97.012497,97.625000,74.801292,3555456
2010-11-25,97.000000,99.500000,94.362503,96.437500,73.891380,5205576
2010-11-26,97.000000,99.875000,95.775002,98.000000,75.088593,4427316
2010-11-29,98.512497,99.449997,96.312500,98.387497,75.385506,2234448
2010-11-30,97.000000,101.500000,96.875000,100.937500,77.339333,2527028
2010-12-01,101.750000,103.500000,101.687500,102.762497,78.737663,2189460
2010-12-02,104.375000,105.087502,102.500000,104.812500,80.308403,3386256
2010-12-03,105.000000,106.875000,104.550003,105.925003,81.160835,3734464
2010-12-06,106.250000,107.750000,105.000000,106.537498,81.630089,3319000
2010-12-07,105.312500,109.687500,105.312500,108.974998,83.497749,5127824
2010-12-08,108.250000,108.900002,106.912498,108.262497,82.951820,4011780
2010-12-09,108.250000,108.875000,104.875000,106.349998,81.486458,3422196
2010-12-10,106.000000,109.500000,105.000000,107.949997,82.712387,3147728
2010-12-13,107.762497,110.162498,107.025002,109.412498,83.832970,4003740
2010-12-14,109.250000,111.237503,105.275002,110.875000,84.953560,4051028
2010-12-15,109.787498,112.500000,109.525002,112.099998,85.892151,4830808
2010-12-16,110.887497,112.875000,110.887497,112.250000,86.007095,4709040
2010-12-20,108.324997,113.099998,108.324997,112.287498,86.035828,2379776
2010-12-21,112.937500,113.724998,112.137497,113.224998,86.754158,2879908
2010-12-22,113.125000,113.250000,110.800003,112.887497,86.495560,1977360
2010-12-23,113.500000,114.625000,112.275002,114.400002,87.654465,3424088
2010-12-24,112.837502,114.500000,112.750000,113.762497,87.165993,2114260
2010-12-27,114.425003,114.425003,112.699997,113.150002,86.696686,938476
2010-12-28,112.824997,115.012497,112.312500,114.875000,88.018379,1948436
2010-12-29,114.974998,115.187500,113.474998,114.324997,87.596962,2315432
2010-12-30,114.375000,115.012497,113.275002,114.862503,88.008797,3912636
2010-12-31,114.000000,114.974998,113.562500,114.062500,87.395851,1482424
2011-01-03,115.000000,115.000000,112.812500,113.537498,86.993599,1763960
2011-01-04,113.750000,115.987503,112.974998,115.287498,88.334465,2118248
2011-01-05,115.250000,118.750000,115.000000,118.087502,90.479836,5206448
2011-01-06,118.587502,120.362503,118.512497,119.425003,91.504639,3605056
